Tue Jun 27 21:52:45 2023    profiling_result.prof

         3524618 function calls (3519948 primitive calls) in 8.095 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       68    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        1    0.000    0.000    0.001    0.001 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:412(PercentStyle)
      815    0.001    0.000    0.001    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:274(shift_right)
       23    0.000    0.000    0.001    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:222(<setcomp>)
      146    0.000    0.000    0.001    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:718(is_attacked_by)
        1    0.000    0.000    0.001    0.001 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_futures.py:1(<module>)
       94    0.000    0.000    0.001    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:947(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:322(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1348(Board)
      211    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
     3381    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      105    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       68    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
      635    0.001    0.000    0.001    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:3550(__iter__)
        1    0.000    0.000    0.001    0.001 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\polyglot.py:1(<module>)
      166    0.000    0.000    0.001    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:2974(is_castling)
      122    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\signal.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
      770    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:935(_is_dunder)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
      367    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:470(__setattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:651(EngineProtocol)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
      618    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:255(get)
       23    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:165(__prepare__)
      635    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:3540(__init__)
      187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
     1819    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1661(is_variant_end)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:537(BaseBoard)
      815    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:280(shift_left)
      310    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       18    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\abc.py:105(__new__)
     2717    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
     1380    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       11    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1194(__getitem__)
      936    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2267(__new__)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
      227    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:137(_type_convert)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:2304(SimpleEngine)
      115    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:515(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2247(_make_nmtuple)
      292    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:44(_is_private)
        7    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1208(__getitem_inner__)
        9    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1223(__getitem__)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       82    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
      734    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:234(__next)
      595    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:165(__getitem__)
        5    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       25    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:3293(_generate_evasions)
      192    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:325(_edges)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\proactor_events.py:1(<module>)
      171    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
   115/29    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:175(getwidth)
       58    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:579(_get_mixins_)
       91    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1143(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:2138(AnalysisResult)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\selector_events.py:1(<module>)
        9    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:560(_compile_info)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       97    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:206(_collect_type_vars)
        7    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:664(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1188(copy_with)
        5    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:183(_TLSAlertType)
       20    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:2665(_algebraic_without_suffix)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\shlex.py:1(<module>)
      293    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\stockfish\models.py:469(does_current_engine_version_have_wdl_option)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      366    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      183    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       23    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:626(_find_new_)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2338(__new__)
      224    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:12(_is_descriptor)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       35    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:267(_remove_dups_flatten)
      581    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:262(shift_down)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\constants.py:1(<module>)
      188    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:1502(UciOptionMap)
       58    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:590(_find_data_type)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:587(_repr_fn)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\queues.py:1(<module>)
       61    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      292    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:33(_is_sunder)
      579    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1593(is_into_check)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
      302    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\polyglot.py:318(MemoryMappedReader)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2356(<dictcomp>)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\futures.py:1(<module>)
      234    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:268(shift_up)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:801(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:3252(signature)
      134    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:224(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2998(from_callable)
      2/1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2375(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\struct.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:722(__init__)
      302    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1323(__class_getitem__)
      253    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:313(InfoDict)
       14    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:435(_mk_bitmap)
      209    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\socket.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:75(Status)
      299    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:250(match)
      176    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
      208    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\socket.py:78(<lambda>)
      211    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\socket.py:93(<lambda>)
      210    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\socket.py:88(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\transports.py:1(<module>)
      571    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\heapq.py:1(<module>)
       32    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1234(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:1227(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:623(_cmp_fn)
       44    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:265(_compile_charset)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:546(Mate)
      868    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\subprocess.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       73    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:235(Option)
      571    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\futures.py:30(Future)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
      208    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1031(__eq__)
       41    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:447(_simple)
      205    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:161(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:338(PlayResult)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\stockfish\models.py:640(Piece)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextvars.py:1(<module>)
       49    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\_compression.py:1(<module>)
      249    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\traceback.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      336    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:569(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:415(Score)
        4    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:457(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:1260(_get_handles)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\threading.py:1386(__init__)
       35    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:253(_deduplicate)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\protocols.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_compile.py:437(<listcomp>)
    82/75    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1037(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:88(EventLoopPolicy)
      376    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      372    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      132    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:287(tell)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:442(ClassVar)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:438(Move)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      137    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:173(append)
        2    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:2249(<dictcomp>)
     29/1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\copy.py:128(deepcopy)
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       27    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:678(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:2280(_signature_from_function)
      375    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:2071(getLogger)
      225    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:360(Info)
       29    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:356(_escape)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       69    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       31    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:433(_uniq)
        9    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:986(__and__)
      212    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      183    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:980(__or__)
      266    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1022(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:169(_TLSContentType)
       24    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\copy.py:227(_deepcopy_dict)
      129    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\os.py:44(_get_exports_list)
       97    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:112(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:3563(SquareSet)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:606(MockTransport)
        3    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\logging\__init__.py:1315(getLogger)
       36    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\inspect.py:3206(__str__)
       20    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\sre_parse.py:85(opengroup)
        6    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\dataclasses.py:722(_get_field)
      129    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\constants.py:24(_SendfileMode)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       32    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:82(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:102(_Local)
      129    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:140(<lambda>)
      129    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:937(_missing_)
      129    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:145(<lambda>)
      129    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\contextlib.py:533(__exit__)
      146    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:947(_create_pseudo_member_)
      273    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\__init__.py:1966(_push_capture)
       49    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       72    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\typing.py:1242(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\site-packages\chess\engine.py:2473(SimpleAnalysisResult)
       23    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:198(<dictcomp>)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
      127    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       70    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       85    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\asyncio\runners.py:1(<module>)
      191    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\enum.py:1026(_decompose)
       10    0.000    0.000    0.000    0.000 C:\Users\trung\anaconda3\envs\ChessAIProject\lib\subprocess.py:196(Close)
